"","original_name","species_list_name"
"592","Crataegus monogyna","Crataegus monogyna"
"593","Prunus domestica","Prunus domestica"
"594","Tilia - Species Unknown","Tilia Spp."
"595","Platanus x acerifolia","Platanus x acerifolia"
"596","Ilex aquifolium","Ilex aquifolium"
"597","Quercus ilex","Quercus ilex"
"598","Platanus x acerifolia","Platanus x acerifolia"
"599","Juglans regia","Juglans regia"
"601","Crataegus monogyna","Crataegus monogyna"
"602","Prunus avium Plena","Prunus avium Plena"
"603","Platanus x acerifolia","Platanus x acerifolia"
"604","Betula pendula","Betula pendula"
"605","Acer platanoides","Acer platanoides"
"606","Sorbus intermedia","Sorbus intermedia"
"607","Fagus sylvatica","Fagus sylvatica"
"608","Salix alba","Salix alba"
"609","Tilia x europea","Tilia x europea"
"610","Salix alba","Salix alba"
"611","Acer pseudoplatanus","Acer pseudoplatanus"
"612","Tilia - Species Unknown","Tilia Spp."
"613","Prunus Amanogawa","Prunus Amanogawa"
"614","Fraxinus excelsior","Fraxinus excelsior"
"615","Fraxinus excelsior","Fraxinus excelsior"
"616","Platanus x acerifolia","Platanus x acerifolia"
"617","Platanus x acerifolia","Platanus x acerifolia"
"618","Acer pseudoplatanus","Acer pseudoplatanus"
"619","Crataegus x persimilis Prunifo","Crataegus x persimilis"
"620","Fagus sylvatica","Fagus sylvatica"
"621","Betula pendula","Betula pendula"
"622","Platanus x acerifolia","Platanus x acerifolia"
"623","Alnus cordata","Alnus cordata"
"624","Tilia platyphyllos","Tilia platyphyllos"
"625","Populus tremula Erecta","Populus tremula Erecta"
"626","Acer pseudoplatanus","Acer pseudoplatanus"
"627","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"628","Carpinus betulus","Carpinus betulus"
"629","Fagus sylvatica","Fagus sylvatica"
"630","Thuja plicata","Thuja plicata"
"631","Platanus x acerifolia","Platanus x acerifolia"
"632","Prunus - Species Unknown","Prunus Spp."
"633","Acer pseudoplatanus","Acer pseudoplatanus"
"634","Ginkgo biloba","Ginkgo biloba"
"635","Tilia - Species Unknown","Tilia Spp."
"636","Platanus x acerifolia","Platanus x acerifolia"
"637","Robinia pseudoacacia","Robinia pseudoacacia"
"638","Betula pendula","Betula pendula"
"639","Sorbus aria","Sorbus aria"
"640","Quercus robur","Quercus robur"
"641","Prunus avium Plena","Prunus avium Plena"
"642","Prunus Kanzan","Prunus Kanzan"
"643","Quercus robur","Quercus robur"
"644","Platanus x acerifolia","Platanus x acerifolia"
"645","Pyrus - Species Unknown","Pyrus Spp."
"646","Tilia x europea","Tilia x europea"
"647","Pinus sylvestris","Pinus sylvestris"
"648","Pinus sylvestris","Pinus sylvestris"
"649","Acer campestre","Acer campestre"
"650","Thuja plicata","Thuja plicata"
"651","Magnolia grandiflora","Magnolia grandiflora"
"652","Salix fragilis","Salix fragilis"
"653","Tilia x europea","Tilia x europea"
"654","Tilia cordata","Tilia cordata"
"655","Acer platanoides","Acer platanoides"
"656","ZZ Empty tree pit","Dead stump"
"657","Tilia cordata","Tilia cordata"
"658","Liriodendron tulipifera","Liriodendron tulipifera"
"659","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"660","Tilia x europea","Tilia x europea"
"661","Platanus x acerifolia","Platanus x acerifolia"
"662","Platanus x acerifolia","Platanus x acerifolia"
"663","Acer platanoides","Acer platanoides"
"664","Corylus colurna","Corylus colurna"
"665","Malus - Species Unknown","Malus Spp."
"666","Platanus x acerifolia","Platanus x acerifolia"
"667","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"668","Acer pseudoplatanus","Acer pseudoplatanus"
"669","Alnus cordata","Alnus cordata"
"670","Pyrus - Species Unknown","Pyrus Spp."
"671","Betula utilis","Betula utilis"
"672","Betula pendula","Betula pendula"
"673","Tilia x europea","Tilia x europea"
"674","Acer campestre","Acer campestre"
"675","Alnus cordata","Alnus cordata"
"676","Pyrus - Species Unknown","Pyrus Spp."
"677","Alnus incana","Alnus incana"
"678","Prunus Kanzan","Prunus Kanzan"
"679","Aesculus hippocastanum","Aesculus hippocastanum"
"680","Liriodendron tulipifera","Liriodendron tulipifera"
"681","Sorbus intermedia","Sorbus intermedia"
"682","Acer pseudoplatanus","Acer pseudoplatanus"
"683","Tilia - Species Unknown","Tilia Spp."
"684","Acer platanoides","Acer platanoides"
"685","Acer platanoides","Acer platanoides"
"687","Tilia - Species Unknown","Tilia Spp."
"688","Tilia - Species Unknown","Tilia Spp."
"689","Metasequoia glyptostroboides","Metasequoia glyptostroboides"
"690","Malus baccata","Malus baccata"
"691","Prunus - Species Unknown","Prunus Spp."
"692","Populus alba","Populus alba"
"693","Carpinus betulus","Carpinus betulus"
"694","Cornus kousa","Cornus kousa"
"695","Prunus padus","Prunus padus"
"696","Quercus ilex","Quercus ilex"
"697","Acer campestre","Acer campestre"
"698","Prunus avium Plena","Prunus avium Plena"
"699","Tilia x europea","Tilia x europea"
"700","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"701","Sorbus aucuparia","Sorbus aucuparia"
"702","Quercus robur","Quercus robur"
"703","Malus trilobata","Malus trilobata"
"704","Cercidiphyllum japonicum","Cercidiphyllum japonicum"
"705","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"706","Tilia x europea","Tilia x europea"
"707","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"708","Tilia cordata Greenspire","Tilia cordata Greenspire"
"709","Platanus x acerifolia","Platanus x acerifolia"
"710","Acer campestre","Acer campestre"
"711","Acer pseudoplatanus","Acer pseudoplatanus"
"712","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"713","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"714","Sorbus aucuparia Fastigiata","Sorbus aucuparia Fastigiata"
"715","Fraxinus excelsior","Fraxinus excelsior"
"716","Betula pendula","Betula pendula"
"717","Fraxinus excelsior","Fraxinus excelsior"
"718","Platanus x acerifolia","Platanus x acerifolia"
"719","Fraxinus excelsior","Fraxinus excelsior"
"720","Fraxinus excelsior","Fraxinus excelsior"
"721","Aesculus indica","Aesculus indica"
"722","Malus - Species Unknown","Malus Spp."
"723","Fraxinus excelsior","Fraxinus excelsior"
"724","Tilia x europea","Tilia x europea"
"725","Sorbus intermedia","Sorbus intermedia"
"726","Betula pendula","Betula pendula"
"727","Acer saccharinum","Acer saccharinum"
"728","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"729","Acer platanoides","Acer platanoides"
"730","Sorbus aria Majestica","Sorbus aria Majestica"
"731","Betula pendula","Betula pendula"
"732","Acer pseudoplatanus","Acer pseudoplatanus"
"733","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"734","Fraxinus excelsior","Fraxinus excelsior"
"735","Fagus sylvatica","Fagus sylvatica"
"736","Aesculus hippocastanum","Aesculus hippocastanum"
"737","Acer platanoides","Acer platanoides"
"739","Sorbus aria","Sorbus aria"
"740","Larix decidua","Larix decidua"
"741","Aesculus hippocastanum","Aesculus hippocastanum"
"742","Fraxinus excelsior","Fraxinus excelsior"
"743","Quercus robur","Quercus robur"
"745","Crataegus monogyna","Crataegus monogyna"
"746","Fraxinus excelsior","Fraxinus excelsior"
"747","Acer pseudoplatanus","Acer pseudoplatanus"
"748","Fraxinus excelsior","Fraxinus excelsior"
"749","Sorbus intermedia","Sorbus intermedia"
"750","Liriodendron tulipifera","Liriodendron tulipifera"
"752","Tilia platyphyllos","Tilia platyphyllos"
"753","Salix caprea","Salix caprea"
"754","Fraxinus excelsior","Fraxinus excelsior"
"755","ZZ Tree stump","Dead stump"
"756","Alnus incana","Alnus incana"
"757","Acer platanoides","Acer platanoides"
"758","Eucalyptus gunii","Eucalyptus gunnii"
"759","Salix x sepulcralis chrysocoma","Salix x sepulcralis"
"760","Populus x canadensis","Populus x canadensis"
"761","Quercus robur","Quercus robur"
"762","Acer platanoides","Acer platanoides"
"763","Platanus x acerifolia","Platanus x acerifolia"
"764","Crataegus monogyna","Crataegus monogyna"
"765","Fraxinus excelsior","Fraxinus excelsior"
"766","Tilia - Species Unknown","Tilia Spp."
"767","Tilia x europea","Tilia x europea"
"768","Alnus incana","Alnus incana"
"769","Prunus avium","Prunus avium"
"770","Acer platanoides","Acer platanoides"
"771","Acer campestre","Acer campestre"
"772","Aesculus hippocastanum","Aesculus hippocastanum"
"773","Aesculus hippocastanum","Aesculus hippocastanum"
"774","Pinus sylvestris","Pinus sylvestris"
"775","Prunus avium","Prunus avium"
"776","Alnus glutinosa","Alnus glutinosa"
"777","Malus Bramley's Seedling","Malus Bramley's Seedling"
"778","Aesculus indica","Aesculus indica"
"779","Betula pendula","Betula pendula"
"780","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"781","Prunus - Species Unknown","Prunus Spp."
"782","Sorbus aucuparia","Sorbus aucuparia"
"783","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"784","Aesculus hippocastanum","Aesculus hippocastanum"
"785","Crataegus x lavalleei","Crataegus x lavalleei"
"786","Tilia - Species Unknown","Tilia Spp."
"787","Quercus rubra","Quercus rubra"
"788","Carpinus betulus","Carpinus betulus"
"789","Koelreuteria paniculata","Koelreuteria paniculata"
"790","Prunus Amanogawa","Prunus Amanogawa"
"791","Quercus robur","Quercus robur"
"792","Tilia x europea","Tilia x europea"
"793","Acer campestre","Acer campestre"
"794","Alnus incana","Alnus incana"
"795","Betula pendula","Betula pendula"
"797","Salix caprea","Salix caprea"
"798","ZZ Tree stump","Dead stump"
"799","Ilex aquifolium","Ilex aquifolium"
"800","Tilia cordata Greenspire","Tilia cordata Greenspire"
"801","Cotoneaster - Unknown Species","Cotoneaster Spp."
"802","Tilia x europea","Tilia x europea"
"803","Prunus sargentii 'Rancho'","Prunus sargentii Rancho"
"804","Tilia platyphyllos","Tilia platyphyllos"
"805","Sorbus intermedia","Sorbus intermedia"
"806","Taxus baccata","Taxus baccata"
"807","Cedrus libani","Cedrus libani"
"808","Populus alba","Populus alba"
"809","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"810","Betula pendula","Betula pendula"
"811","Quercus cerris","Quercus cerris"
"812","Alnus glutinosa","Alnus glutinosa"
"813","Prunus padus","Prunus padus"
"814","Acer negundo","Acer negundo"
"815","Prunus Spire","Prunus Spire"
"816","Malus trilobata","Malus trilobata"
"817","Platanus x acerifolia","Platanus x acerifolia"
"818","Malus - Species Unknown","Malus Spp."
"819","Tilia - Species Unknown","Tilia Spp."
"820","Prunus - Species Unknown","Prunus Spp."
"821","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"822","Betula pendula","Betula pendula"
"823","Malus - Species Unknown","Malus Spp."
"824","Carpinus - Species Unknown","Carpinus Spp."
"825","Crataegus monogyna","Crataegus monogyna"
"826","Prunus Sunset Boulevard","Prunus Sunset Boulevard"
"827","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"828","Prunus - Species Unknown","Prunus Spp."
"829","Acer platanoides","Acer platanoides"
"830","Sorbus intermedia","Sorbus intermedia"
"831","Fraxinus excelsior","Fraxinus excelsior"
"832","Tilia cordata","Tilia cordata"
"833","ZZ Tree stump","Dead stump"
"834","Aesculus hippocastanum","Aesculus hippocastanum"
"835","Alnus glutinosa","Alnus glutinosa"
"836","Prunus - Species Unknown","Prunus Spp."
"837","Alnus glutinosa","Alnus glutinosa"
"838","Pinus sylvestris","Pinus sylvestris"
"839","Tilia x europea","Tilia x europea"
"840","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"841","Quercus robur","Quercus robur"
"842","Acer platanoides","Acer platanoides"
"843","Prunus - Species Unknown","Prunus Spp."
"844","Fagus sylvatica","Fagus sylvatica"
"845","Acer campestre","Acer campestre"
"846","Acer platanoides","Acer platanoides"
"847","Prunus Kanzan","Prunus Kanzan"
"848","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"849","Castanea sativa","Castanea sativa"
"850","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"851","Salix caprea","Salix caprea"
"852","Prunus subhirtella Autumnalis","Prunus subhirtella Autumnalis"
"853","Acer platanoides","Acer platanoides"
"854","Prunus - Species Unknown","Prunus Spp."
"855","Acer campestre","Acer campestre"
"856","Prunus cerasifera Pissardii","Prunus cerasifera Pissardii"
"857","Betula nigra","Betula nigra"
"858","Prunus Snow Goose","Prunus Snow goose"
"859","Tilia x europea","Tilia x europea"
"860","Acer platanoides","Acer platanoides"
"861","Acer pseudoplatanus","Acer pseudoplatanus"
"862","Platanus x acerifolia","Platanus x acerifolia"
"863","Tilia cordata","Tilia cordata"
"864","Acer platanoides","Acer platanoides"
"865","Corylus avellana","Corylus avellana"
"866","Acer platanoides","Acer platanoides"
"867","Sambucus nigra","Sambucus nigra"
"868","ZZ Tree stump","Dead stump"
"869","Taxus baccata","Taxus baccata"
"870","Tilia x europea","Tilia x europea"
"871","Chamaecyparis lawsoniana cv","Chamaecyparis lawsoniana Spp."
"872","Prunus avium Plena","Prunus avium Plena"
"873","Betula pendula","Betula pendula"
"874","Tilia x europea","Tilia x europea"
"875","Quercus robur","Quercus robur"
"876","Sorbus hupehensis","Sorbus hupehensis"
"877","Malus - Species Unknown","Malus Spp."
"878","Tilia petiolaris","Tilia petiolaris"
"879","Tilia cordata","Tilia cordata"
"880","Acer platanoides","Acer platanoides"
"881","Tilia x europea","Tilia x europea"
"882","Tilia - Species Unknown","Tilia Spp."
"883","Populus nigra Italica","Populus nigra Italica"
"884","Prunus Kanzan","Prunus Kanzan"
"885","Sorbus aucuparia","Sorbus aucuparia"
"886","Fraxinus excelsior","Fraxinus excelsior"
"887","Betula pendula","Betula pendula"
"888","Ulmus 'New Horizon'","Ulmus New Horizon"
"889","Malus - Species Unknown","Malus Spp."
"890","Alnus cordata","Alnus cordata"
"891","Acer platanoides","Acer platanoides"
"892","Acer pseudoplatanus","Acer pseudoplatanus"
"893","Pinus sylvestris","Pinus sylvestris"
"894","Acer platanoides","Acer platanoides"
"895","Tilia - Species Unknown","Tilia Spp."
"896","Acer platanoides","Acer platanoides"
"897","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"898","Tilia x europea","Tilia x europea"
"899","Prunus avium","Prunus avium"
"900","Fraxinus excelsior","Fraxinus excelsior"
"901","Tilia x europea","Tilia x europea"
"902","Acer campestre","Acer campestre"
"903","ZZ Tree stump","Dead stump"
"904","Fagus sylvatica","Fagus sylvatica"
"905","Betula utilis jacquemontii","Betula utilis Jacquemontii"
"906","Fraxinus excelsior","Fraxinus excelsior"
"907","Aesculus flava","Aesculus flava"
"908","Fraxinus excelsior","Fraxinus excelsior"
"909","Sequoia sempervirens","Sequoia sempervirens"
"910","Sorbus aucuparia","Sorbus aucuparia"
"911","Crataegus - Species Unknown","Crataegus Spp."
"912","Platanus x acerifolia","Platanus x acerifolia"
"913","Aesculus hippocastanum","Aesculus hippocastanum"
"914","Prunus - Species Unknown","Prunus Spp."
"915","Prunus avium Plena","Prunus avium Plena"
"916","ZZ Tree stump","Dead stump"
"917","Malus - Species Unknown","Malus Spp."
"918","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"919","Fagus sylvatica","Fagus sylvatica"
"920","Acer pseudoplatanus","Acer pseudoplatanus"
"921","Platanus x acerifolia","Platanus x acerifolia"
"922","Populus nigra Italica","Populus nigra Italica"
"923","Platanus x acerifolia","Platanus x acerifolia"
"924","Malus - Species Unknown","Malus Spp."
"925","Betula pendula","Betula pendula"
"926","Acer platanoides","Acer platanoides"
"927","ZZ Tree stump","Dead stump"
"928","Crataegus monogyna","Crataegus monogyna"
"929","Acer pseudoplatanus","Acer pseudoplatanus"
"930","Platanus x acerifolia","Platanus x acerifolia"
"931","Pyrus calleryana Chanticleer","Pyrus calleryana Chanticleer"
"932","Acer pseudoplatanus","Acer pseudoplatanus"
"933","Tilia - Species Unknown","Tilia Spp."
"934","Betula pendula","Betula pendula"
"935","Tilia x europea","Tilia x europea"
"936","Koelreuteria paniculata","Koelreuteria paniculata"
"937","Acer platanoides","Acer platanoides"
"938","Tilia x europea","Tilia x europea"
"939","Fraxinus excelsior","Fraxinus excelsior"
"940","Chamaecyparis lawsoniana Ellwo","Chamaecyparis lawsoniana Ellwoodii"
"941","Betula pendula","Betula pendula"
"942","Carpinus betulus Fastigiata","Carpinus betulus Fastigiata"
"943","Acer pseudoplatanus","Acer pseudoplatanus"
"944","Acer pseudoplatanus","Acer pseudoplatanus"
"945","Sorbus - Species Unknown","Sorbus Spp."
"946","Acer pseudoplatanus","Acer pseudoplatanus"
"947","Fraxinus americana","Fraxinus americana"
"948","Tilia x europea","Tilia x europea"
"949","Acer platanoides","Acer platanoides"
"950","Prunus avium","Prunus avium"
"951","Crataegus laevigata cv","Crataegus laevigata Spp."
"952","Pinus nigra nigra","Pinus nigra Nigra"
"953","Tilia cordata","Tilia cordata"
"954","Acer campestre","Acer campestre"
"955","Platanus x acerifolia","Platanus x acerifolia"
"956","Alnus glutinosa","Alnus glutinosa"
"957","Betula pendula","Betula pendula"
"958","Acer platanoides cv","Acer platanoides Spp."
"959","Taxus baccata","Taxus baccata"
"960","Platanus x acerifolia","Platanus x acerifolia"
"961","Betula pendula","Betula pendula"
"962","Platanus x acerifolia","Platanus x acerifolia"
"963","Tilia - Species Unknown","Tilia Spp."
"964","Tilia x europea","Tilia x europea"
"965","Fraxinus excelsior","Fraxinus excelsior"
"967","Pinus sylvestris","Pinus sylvestris"
"968","Tilia x europea","Tilia x europea"
"969","Acer campestre","Acer campestre"
"970","Populus x canescens","Populus x canescens"
"971","Acer platanoides","Acer platanoides"
"972","Fagus sylvatica","Fagus sylvatica"
"973","Chamaecyparis lawsoniana","Chamaecyparis lawsoniana"
"974","Prunus dulcis","Prunus dulcis"
"975","Aesculus hippocastanum","Aesculus hippocastanum"
"976","Salix - Species Unknown","Salix Spp."
"977","Platanus x acerifolia","Platanus x acerifolia"
"978","Quercus x hispanica Lucombeana","Quercus x hispanica"
"979","Acer negundo","Acer negundo"
"980","Fagus sylvatica","Fagus sylvatica"
